Outer Key,Inner Key (Tuple),Value
3500,"(3, 4)","['AD', 8.955259846306717]"
3500,"(4, 0)","['AL', -10.018901976468664]"
3500,"(4, 1)","['AU', -9.662438276831338]"
3500,"(4, 2)","['AR', 8.00991791330099]"
3500,"(4, 3)","['AR', 8.98361268941352]"
3750,"(0, 0)","['AL', -7.200142611945268]"
3750,"(0, 1)","['AL', -7.317600567955033]"
3750,"(0, 2)","['AL', -7.411801111751596]"
3750,"(0, 3)","['AD', -1.9465660331805745]"
3750,"(0, 4)","['AD', 1.3343266505228797]"
3750,"(1, 0)","['AU', -7.006466148877929]"
3750,"(1, 1)","['AL', -7.139204291215611]"
3750,"(1, 2)","['AL', -7.264664525447918]"
3750,"(1, 3)","['AR', 0.5079334372134132]"
3750,"(1, 4)","['AD', 5.49581750283885]"
3750,"(2, 0)","['AU', -7.224083776850863]"
3750,"(2, 4)","['AD', 8.076383912214705]"
3750,"(3, 0)","['AU', -8.012994041878306]"
3750,"(3, 1)","['AL', -10.091286020635737]"
3750,"(3, 3)","['AD', 6.761515199690615]"
3750,"(3, 4)","['AD', 8.958889152935223]"
3750,"(4, 0)","['AL', -10.009092348819461]"
3750,"(4, 1)","['AU', -9.584105391567304]"
3750,"(4, 2)","['AR', 8.05001388687173]"
3750,"(4, 3)","['AR', 8.989336035416637]"
4000,"(0, 0)","['AU', -7.297160823611245]"
4000,"(0, 1)","['AL', -7.284847365796498]"
4000,"(0, 2)","['AL', -7.403160022890505]"
4000,"(0, 3)","['AD', -1.8676903678832972]"
4000,"(0, 4)","['AD', 1.369151370204931]"
4000,"(1, 0)","['AU', -7.002484927217133]"
4000,"(1, 1)","['AL', -7.138959824430205]"
4000,"(1, 2)","['AL', -7.3188813430075745]"
4000,"(1, 3)","['AR', 0.5705549480610009]"
4000,"(1, 4)","['AD', 5.503917396764078]"
4000,"(2, 0)","['AU', -7.2373693610842835]"
4000,"(2, 4)","['AD', 8.086802624031145]"
4000,"(3, 0)","['AU', -8.090969628752813]"
4000,"(3, 1)","['AL', -10.051413343783327]"
4000,"(3, 3)","['AD', 6.795671737863923]"
4000,"(3, 4)","['AD', 8.96189940344322]"
4000,"(4, 0)","['AL', -9.951337026660468]"
4000,"(4, 1)","['AU', -9.483800956989487]"
4000,"(4, 2)","['AR', 8.108548166873055]"
4000,"(4, 3)","['AR', 8.99460601614296]"
4250,"(0, 0)","['AD', -7.261543825236597]"
4250,"(0, 1)","['AL', -7.292380759957226]"
4250,"(0, 2)","['AL', -7.40552385974278]"
4250,"(0, 3)","['AD', -1.7713499619325934]"
4250,"(0, 4)","['AD', 1.4989314558596736]"
4250,"(1, 0)","['AU', -6.997492346318201]"
4250,"(1, 1)","['AL', -7.1436944643242875]"
4250,"(1, 2)","['AL', -7.309279341603653]"
4250,"(1, 3)","['AR', 0.6412867169742777]"
4250,"(1, 4)","['AD', 5.519092025571171]"
4250,"(2, 0)","['AU', -7.225266918522379]"
4250,"(2, 4)","['AD', 8.09466155204472]"
4250,"(3, 0)","['AU', -8.0357754554912]"
4250,"(3, 1)","['AL', -10.074948108136498]"
4250,"(3, 3)","['AD', 6.863775941198673]"
4250,"(3, 4)","['AD', 8.964867964713223]"
4250,"(4, 0)","['AL', -9.878039877473793]"
4250,"(4, 1)","['AU', -9.449519721863886]"
4250,"(4, 2)","['AR', 8.170522599540002]"
4250,"(4, 3)","['AR', 9.00113268122558]"
4500,"(0, 0)","['AD', -7.247730406858066]"
4500,"(0, 1)","['AL', -7.3078043165618745]"
4500,"(0, 2)","['AL', -7.3922227713499575]"
4500,"(0, 3)","['AD', -1.6177333156297922]"
4500,"(0, 4)","['AD', 1.645319692812733]"
4500,"(1, 0)","['AU', -7.004987286007989]"
4500,"(1, 1)","['AL', -7.135775836653712]"
4500,"(1, 2)","['AL', -7.305338399734278]"
4500,"(1, 3)","['AR', 0.6815031290284759]"
4500,"(1, 4)","['AD', 5.534525508746936]"
4500,"(2, 0)","['AU', -7.250273054885667]"
4500,"(2, 4)","['AD', 8.103230166810421]"
4500,"(3, 0)","['AU', -8.030932800196458]"
4500,"(3, 1)","['AL', -10.067915935127916]"
4500,"(3, 3)","['AD', 6.917477182023323]"
4500,"(3, 4)","['AD', 8.967455944588538]"
4500,"(4, 0)","['AL', -9.812140279405183]"
4500,"(4, 1)","['AU', -9.395168933012608]"
4500,"(4, 2)","['AR', 8.230349833537257]"
4500,"(4, 3)","['AR', 9.00181032824551]"
4750,"(0, 0)","['AD', -7.244512708971949]"
4750,"(0, 1)","['AL', -7.312016820635118]"
4750,"(0, 2)","['AL', -7.388500123508748]"
4750,"(0, 3)","['AD', -1.5675391657299351]"
4750,"(0, 4)","['AD', 1.7679103402778402]"
4750,"(1, 0)","['AU', -6.999062496272694]"
4750,"(1, 1)","['AL', -7.142059634423853]"
4750,"(1, 2)","['AL', -7.300798314197598]"
4750,"(1, 3)","['AR', 0.7120954784823768]"
4750,"(1, 4)","['AD', 5.549861230049563]"
4750,"(2, 0)","['AU', -7.242450429576374]"
4750,"(2, 4)","['AD', 8.10916300914705]"
4750,"(3, 0)","['AU', -8.04446758991929]"
4750,"(3, 1)","['AL', -10.02341206924888]"
4750,"(3, 3)","['AD', 6.9691594739870855]"
4750,"(3, 4)","['AD', 8.972164494727217]"
4750,"(4, 0)","['AL', -9.760500835934502]"
4750,"(4, 1)","['AU', -9.329561957619672]"
4750,"(4, 2)","['AR', 8.270357782231665]"
4750,"(4, 3)","['AR', 9.007575467019048]"
5000,"(0, 0)","['AD', -7.153659898760216]"
5000,"(0, 1)","['AL', -7.313715684815166]"
5000,"(0, 2)","['AL', -7.374275059977173]"
5000,"(0, 3)","['AD', -1.6100905314816365]"
5000,"(0, 4)","['AD', 1.8406676022368693]"
5000,"(1, 0)","['AU', -7.004115936476808]"
5000,"(1, 1)","['AL', -7.142675368065158]"
5000,"(1, 2)","['AL', -7.3062701558991625]"
5000,"(1, 3)","['AR', 0.7690432159880414]"
5000,"(1, 4)","['AD', 5.566850764914941]"
5000,"(2, 0)","['AU', -7.238172053389368]"
5000,"(2, 4)","['AD', 8.118241952806983]"
5000,"(3, 0)","['AU', -8.032421473531896]"
5000,"(3, 1)","['AL', -10.004289692254153]"
5000,"(3, 3)","['AD', 7.018423105242612]"
5000,"(3, 4)","['AD', 8.976130237307844]"
5000,"(4, 0)","['AL', -9.670345614224923]"
5000,"(4, 1)","['AU', -9.28961352043262]"
5000,"(4, 2)","['AR', 8.315559556490884]"
5000,"(4, 3)","['AR', 9.003302926853262]"
5250,"(0, 0)","['AD', -7.247101478455924]"
5250,"(0, 1)","['AL', -7.301123390265721]"
5250,"(0, 2)","['AL', -7.379790952486612]"
5250,"(0, 3)","['AD', -1.4723169443834752]"
5250,"(0, 4)","['AD', 1.97331423953413]"
5250,"(1, 0)","['AU', -7.000202013266711]"
5250,"(1, 1)","['AL', -7.134740444142753]"
5250,"(1, 2)","['AL', -7.321893503600581]"
