Outer Key,Inner Key (Tuple),Value
2000,"(1, 1)","['AL', -0.7078235075877303]"
2000,"(1, 2)","['AL', -0.7115939164269363]"
2000,"(1, 3)","['AR', 0.10060582373969568]"
2000,"(1, 4)","['AD', 1.1540652855125761]"
2000,"(2, 0)","['AU', -0.1554447869718705]"
2000,"(2, 4)","['AD', 1.463454674072602]"
2000,"(3, 0)","['AU', -0.13817418103558204]"
2000,"(3, 1)","['AL', -0.5463078676480273]"
2000,"(3, 3)","['AR', 2.259044185781661]"
2000,"(3, 4)","['AD', 2.8628750370085636]"
2000,"(4, 0)","['AL', -0.5705425330098896]"
2000,"(4, 1)","['AU', -1.040132150290659]"
2000,"(4, 2)","['AR', 0.3926727944305453]"
2000,"(4, 3)","['AU', 6.125382560668676]"
2250,"(0, 0)","['AL', -0.0625310709274153]"
2250,"(0, 1)","['AL', -0.31076045429786847]"
2250,"(0, 2)","['AL', -0.40571904466735886]"
2250,"(0, 3)","['AD', -0.1241589388955181]"
2250,"(0, 4)","['AD', 0.11391886998537167]"
2250,"(1, 0)","['AU', -0.5496944644823302]"
2250,"(1, 1)","['AL', -0.7240594346037448]"
2250,"(1, 2)","['AL', -0.7569535125749421]"
2250,"(1, 3)","['AR', 0.10258269609691711]"
2250,"(1, 4)","['AD', 1.16140861390199]"
2250,"(2, 0)","['AU', -0.17029400851744492]"
2250,"(2, 4)","['AD', 1.47282996885125]"
2250,"(3, 0)","['AU', -0.15667251908654856]"
2250,"(3, 1)","['AL', -0.5772146767069883]"
2250,"(3, 3)","['AR', 2.3315319536073766]"
2250,"(3, 4)","['AD', 2.873103205153061]"
2250,"(4, 0)","['AL', -0.6260875992423452]"
2250,"(4, 1)","['AU', -1.0972978044167052]"
2250,"(4, 2)","['AR', 0.4383191135084242]"
2250,"(4, 3)","['AU', 6.141270826867089]"
2500,"(0, 0)","['AL', -0.0712217634391541]"
2500,"(0, 1)","['AL', -0.3295817669292305]"
2500,"(0, 2)","['AL', -0.4491831959401613]"
2500,"(0, 3)","['AD', -0.13880783458711443]"
2500,"(0, 4)","['AD', 0.1342043618281245]"
2500,"(1, 0)","['AU', -0.5567238701709625]"
2500,"(1, 1)","['AL', -0.7378276270663077]"
2500,"(1, 2)","['AL', -0.8017943356016274]"
2500,"(1, 3)","['AR', 0.10559895449249758]"
2500,"(1, 4)","['AD', 1.1707132832954303]"
2500,"(2, 0)","['AU', -0.18338250832357011]"
2500,"(2, 4)","['AD', 1.4820172572204227]"
2500,"(3, 0)","['AU', -0.17374545329809157]"
2500,"(3, 1)","['AL', -0.6196387681226285]"
2500,"(3, 3)","['AR', 2.4038318016066804]"
2500,"(3, 4)","['AD', 2.8832573041938487]"
2500,"(4, 0)","['AL', -0.6967464644460297]"
2500,"(4, 1)","['AU', -1.1533990476774414]"
2500,"(4, 2)","['AR', 0.48512471310050825]"
2500,"(4, 3)","['AU', 6.1608656377258715]"
2750,"(0, 0)","['AL', -0.08017007774679091]"
2750,"(0, 1)","['AL', -0.348341995227692]"
2750,"(0, 2)","['AL', -0.4897731371987797]"
2750,"(0, 3)","['AD', -0.13888598941938507]"
2750,"(0, 4)","['AD', 0.1565099696269865]"
2750,"(1, 0)","['AU', -0.5630768023027933]"
2750,"(1, 1)","['AL', -0.7505785324948268]"
2750,"(1, 2)","['AL', -0.8418079709537517]"
2750,"(1, 3)","['AR', 0.11004828400429667]"
2750,"(1, 4)","['AD', 1.1812661673401317]"
2750,"(2, 0)","['AU', -0.1962811979857558]"
2750,"(2, 4)","['AD', 1.491659566843787]"
2750,"(3, 0)","['AU', -0.19372953994236172]"
2750,"(3, 1)","['AL', -0.6577803627145986]"
2750,"(3, 3)","['AR', 2.4797264700216446]"
2750,"(3, 4)","['AD', 2.892712648957901]"
2750,"(4, 0)","['AL', -0.7585882297923598]"
2750,"(4, 1)","['AU', -1.2152607981416677]"
2750,"(4, 2)","['AR', 0.5233590961220334]"
2750,"(4, 3)","['AU', 6.186250789587518]"
3000,"(0, 0)","['AL', -0.08850737895335639]"
3000,"(0, 1)","['AL', -0.3671342338675811]"
3000,"(0, 2)","['AL', -0.5295518605856904]"
3000,"(0, 3)","['AD', -0.1367881268477642]"
3000,"(0, 4)","['AD', 0.17600076811247622]"
3000,"(1, 0)","['AU', -0.570496203694135]"
3000,"(1, 1)","['AL', -0.7646766333137788]"
3000,"(1, 2)","['AL', -0.8894596881027429]"
3000,"(1, 3)","['AR', 0.12304914453217636]"
3000,"(1, 4)","['AD', 1.1917891291804936]"
3000,"(2, 0)","['AU', -0.20995401179857495]"
3000,"(2, 4)","['AD', 1.5019647736659434]"
3000,"(3, 0)","['AU', -0.21169936811241802]"
3000,"(3, 1)","['AL', -0.6992148926336238]"
3000,"(3, 3)","['AR', 2.554403164830629]"
3000,"(3, 4)","['AD', 2.9031655136330716]"
3000,"(4, 0)","['AL', -0.8162317760108332]"
3000,"(4, 1)","['AU', -1.269967566676314]"
3000,"(4, 2)","['AR', 0.5733523002629654]"
3000,"(4, 3)","['AU', 6.20302520683891]"
3250,"(0, 0)","['AL', -0.09669628938432362]"
3250,"(0, 1)","['AL', -0.3848340060274424]"
3250,"(0, 2)","['AL', -0.5673682255278318]"
3250,"(0, 3)","['AD', -0.12323286682621044]"
3250,"(0, 4)","['AD', 0.19307986218985287]"
3250,"(1, 0)","['AU', -0.5777368599705701]"
3250,"(1, 1)","['AL', -0.781526543794059]"
3250,"(1, 2)","['AL', -0.9260295440753776]"
3250,"(1, 3)","['AR', 0.13450991654834282]"
3250,"(1, 4)","['AD', 1.2014897714455204]"
3250,"(2, 0)","['AU', -0.22284139286413868]"
3250,"(2, 4)","['AD', 1.5116640906183099]"
3250,"(3, 0)","['AU', -0.228284910089162]"
3250,"(3, 1)","['AL', -0.7330660406507569]"
3250,"(3, 3)","['AR', 2.63556548086051]"
3250,"(3, 4)","['AD', 2.9134869754665966]"
3250,"(4, 0)","['AL', -0.8674716982011461]"
3250,"(4, 1)","['AU', -1.3148535601881253]"
3250,"(4, 2)","['AR', 0.6158782294053784]"
3250,"(4, 3)","['AU', 6.215219828980211]"
3500,"(0, 0)","['AL', -0.10539865434600916]"
3500,"(0, 1)","['AL', -0.4015069380770999]"
3500,"(0, 2)","['AL', -0.6086548000204577]"
3500,"(0, 3)","['AD', -0.12440747334460704]"
3500,"(0, 4)","['AD', 0.2226624946895798]"
3500,"(1, 0)","['AU', -0.5838781429272656]"
3500,"(1, 1)","['AL', -0.7971157742822268]"
3500,"(1, 2)","['AL', -0.9695994810447772]"
3500,"(1, 3)","['AR', 0.14658191497952827]"
3500,"(1, 4)","['AD', 1.2108990570407174]"
3500,"(2, 0)","['AU', -0.2379718899563597]"
3500,"(2, 4)","['AD', 1.52121388122895]"
3500,"(3, 0)","['AU', -0.24497542011382273]"
3500,"(3, 1)","['AL', -0.7669521024934876]"
3500,"(3, 3)","['AR', 2.712670131783918]"
3500,"(3, 4)","['AD', 2.923583104243054]"
3500,"(4, 0)","['AL', -0.9162495915572401]"
3500,"(4, 1)","['AU', -1.357761960349059]"
3500,"(4, 2)","['AR', 0.6577855453587167]"
3500,"(4, 3)","['AU', 6.233071124008129]"
3750,"(0, 0)","['AL', -0.11425779648675374]"
3750,"(0, 1)","['AL', -0.4192726415816308]"
3750,"(0, 2)","['AL', -0.6498570654288232]"
3750,"(0, 3)","['AD', -0.12318874925521486]"
3750,"(0, 4)","['AD', 0.23600734183081873]"
3750,"(1, 0)","['AU', -0.5897307778348544]"
3750,"(1, 1)","['AL', -0.8096535127211986]"
3750,"(1, 2)","['AL', -1.005071722429275]"
3750,"(1, 3)","['AR', 0.15731140512210479]"
3750,"(1, 4)","['AD', 1.221275711184527]"
3750,"(2, 0)","['AU', -0.2517349712381444]"
3750,"(2, 4)","['AD', 1.5312116928302584]"
3750,"(3, 0)","['AU', -0.26296765243078196]"
3750,"(3, 1)","['AL', -0.8008289962449477]"
3750,"(3, 3)","['AR', 2.780792340828466]"
3750,"(3, 4)","['AD', 2.933812229152281]"
3750,"(4, 0)","['AL', -0.9750080631905731]"
3750,"(4, 1)","['AU', -1.3916318669262753]"
3750,"(4, 2)","['AR', 0.7009946357664539]"
3750,"(4, 3)","['AU', 6.254002761304704]"
4000,"(0, 0)","['AL', -0.12347588470721439]"
4000,"(0, 1)","['AL', -0.43654288837585864]"
4000,"(0, 2)","['AL', -0.6859880760458561]"
4000,"(0, 3)","['AD', -0.12717400402188256]"
