Outer Key,Inner Key (Tuple),Value
1500,"(2, 0)","['AD', 0.06659847167023028]"
1500,"(2, 1)","['AD', 0.09357867813602912]"
1500,"(2, 3)","['AR', 2.360400036390825]"
1500,"(2, 4)","['AD', 2.4370359193587525]"
1500,"(3, 0)","['AD', 0.11076615796223253]"
1500,"(3, 1)","['AD', 0.1488695954538039]"
1500,"(3, 3)","['AU', 1.2860691629628223]"
1500,"(3, 4)","['AD', 5.288677497950189]"
1500,"(4, 0)","['AR', 0.12733164492550628]"
1500,"(4, 1)","['AR', 0.49002742413960404]"
1500,"(4, 2)","['AL', 0.7709882200611747]"
1500,"(4, 3)","['AL', 0.19442085677035661]"
1750,"(0, 0)","['AD', -0.06708877155150045]"
1750,"(0, 1)","['AL', -0.09105126716176051]"
1750,"(0, 2)","['AD', -0.1817033266609081]"
1750,"(0, 3)","['AD', -0.10908228336378038]"
1750,"(0, 4)","['AD', 0.38095218347488713]"
1750,"(1, 0)","['AD', -0.01075783835422896]"
1750,"(1, 1)","['AD', -0.03324015291214934]"
1750,"(1, 2)","['AL', -0.23843966854293294]"
1750,"(1, 3)","['AD', 0.6864434336869856]"
1750,"(1, 4)","['AD', 1.274994542453011]"
1750,"(2, 0)","['AD', 0.06749729720860169]"
1750,"(2, 1)","['AD', 0.09527198983746672]"
1750,"(2, 3)","['AR', 2.3860558796580986]"
1750,"(2, 4)","['AD', 2.447388156118456]"
1750,"(3, 0)","['AD', 0.11130898757156836]"
1750,"(3, 1)","['AD', 0.14980394890323775]"
1750,"(3, 3)","['AU', 1.3704963733616071]"
1750,"(3, 4)","['AD', 5.298849327929065]"
1750,"(4, 0)","['AR', 0.12773837821797213]"
1750,"(4, 1)","['AR', 0.49050131865826435]"
1750,"(4, 2)","['AL', 0.7709104030485299]"
1750,"(4, 3)","['AL', 0.2039361114580728]"
2000,"(0, 0)","['AD', -0.07172667758838772]"
2000,"(0, 1)","['AL', -0.0870353115472904]"
2000,"(0, 2)","['AD', -0.19948042287308423]"
2000,"(0, 3)","['AD', -0.10495190571288018]"
2000,"(0, 4)","['AD', 0.43622200038137554]"
2000,"(1, 0)","['AD', -0.009890896406936108]"
2000,"(1, 1)","['AD', -0.032699868611421046]"
2000,"(1, 2)","['AL', -0.24064359094211077]"
2000,"(1, 3)","['AD', 0.7062876171448792]"
2000,"(1, 4)","['AD', 1.299408534417796]"
2000,"(2, 0)","['AD', 0.06798449444610996]"
2000,"(2, 1)","['AD', 0.09544343806313728]"
2000,"(2, 3)","['AR', 2.4105567953694207]"
2000,"(2, 4)","['AD', 2.4578734527535744]"
2000,"(3, 0)","['AD', 0.11254935987427143]"
2000,"(3, 1)","['AD', 0.15050000805953648]"
2000,"(3, 3)","['AU', 1.4596785509065116]"
2000,"(3, 4)","['AD', 5.3091455316105005]"
2000,"(4, 0)","['AR', 0.12855434699506124]"
2000,"(4, 1)","['AR', 0.4913549476273333]"
2000,"(4, 2)","['AL', 0.7716881328671192]"
2000,"(4, 3)","['AL', 0.22083239443842953]"
2250,"(0, 0)","['AD', -0.07508633411384526]"
